id,en,de,answer,,
947,"In spite of his heart defect, Burt could not be deterred from pursuing his dream.",Burt ist trotz eines Herzfehlers nicht von seinem Traum abzubringen.,Trotz seines Herzfehlers konnte Burt seinen Traum nicht aufgeben.,,
948,"With his savings, a few donations and a mortgage on his old workshop, he set off to Los Angeles by ship.","Mit seinem Ersparten, einpaar Spenden und einer Hypothek auf seinen alten Werkstattschuppen setzt er per Schiff nach Los Angeles über.","Mit seinen Ersparnissen, einigen Spenden und einer Hypothek auf seinem alten Werkstatt sorgte er dafür, dass er mit dem Schiff nach Los Angeles reiste.",,
949,"The film will be followed by coffee, tea and cake.","Nach dem Film gibt es Kaffee, Tee und Kuchen.","Das Film wird von Kaffee, Tee und Kuchen gefolgt.",,
950,Piercing beep disturbs residents,Schrilles Piepsen stört Anwohner,Pfeilgeräusche stören die Bewohner.,,
951,Rhenus Midgard has also invested highly in land,Rhenus Midgard hat auch an Land kräftig investiert.,Rhens Gruppe hat auch stark in Land investiert.,,
952,They stockpile the coal that arrives on ships.,Sie verteilen die von den Schiffen kommende Kohle auf die Halde.,"Sie lagern Kohle, die auf Schiffen ankommt.",,
953,"At the same time, the company also has other irons in the fire at the location.",Das Unternehmen hat am Standort gleich mehrere Eisen im Feuer.,Das Unternehmen hat neben anderen Projekten auch andere Projekte in der Region.,,
954,"Besides coal imports, Rhenus Midgard is also active in the field of wind park logistics, among other ventures.",Neben dem Kohleimport setzt Rhenus Midgard unter anderem auf Windanlagen-Logistik.,"Neben dem Import von Kohle ist Rhenes Midgard auch in der Windpark-Logistik tätig, unter anderem.",,
955,The coals shimmer black in the storage yard in front of the embankment.,Schwarz schimmert die Steinkohle auf dem Lagerplatz vor dem Deich.,Die Kohlen scheinen im Lagerbereich vor dem Ufer schwarz zu schimmern.,,
956,Here two huge blue stacker and reclaimer machines distribute or load the coals as required.,Zwei gewaltige blaue Haldenschütt- und Rückladegeräte verteilen oder verladen die Kohle hier nach Bedarf.,Zwei große blaue Stapel- und Entleerungsmaschinen verteilen oder laden Kohle nach Bedarf.,,
957,"With each movement of the handling machines, a shrill warning noise rings out over the site.",Bei jeder Bewegung der Umschlaggeräte tönt ein schrilles Warngeräusch übers Gelände.,Mit jeder Bewegung der Handlingsmaschinen ertönt ein schrill Warngeräusch über dem Gelände.,,
958,"""The signals are for the purpose of security and are legally prescribed,"" said Matthias Schrell, Managing Director of Rhenus Midgard in Wilhelmshaven.","""Die Signale dienen der Sicherheit und sind gesetzlich vorgeschrieben"", sagt Matthias Schrell, Geschäftsführer der Rhenus Midgard in Wilhelmshaven.","""Die Signale dienen dem Zweck der Sicherheit und werden nach geltendem Recht vorschrieben.""",,
959,"Unfortunately, in the event of unfavourable wind, they can be heard from far away - and as a result there have already been a number of complaints from people from the north of the town.",Bei ungünstig stehendem Wind ist das leider weithin zu hören - und so gab es bereits einige Beschwerden von Leuten aus dem Stadtnorden.,"Leider können sie bei unvorschlugen Windstürmen von weitem gehört werden, und es gab bereits zahlreiche Beschwerden von Personen aus dem Norden der Stadt.",,
960,The 40-year-old said that he is taking the complaints very seriously and has therefore been in touch with those affected.,"Er nehme die Klagen sehr ernst und habe deshalb Kontakt aufgenommen mit den Betroffenen, sagt der 40-Jährige.","Der Vierzigzehnjährige sagte, er sei die Beschwerden sehr ernst genommen und habe sich mit den Betroffenen in Verbindung gesetzt.",,
961,"In close consultation with the authorities, we are now in a position to make the warning signals quieter by means of the implementation of technical measures.","In enger Absprache mit den Behörden sei man nun dabei, die Warnsignale mit technischen Maßnahmen leiser zu halten.","In enger Zusammenarbeit mit den Behörden sind wir nun in der Lage, die Warnhinweise leiser zu machen, durch die Implementierung technischer Maßnahmen.",,
962,In future he will also seek open dialogue with neighbours.,Auch künftig setze er auf den offenen Dialog mit den Nachbarn.,Er wird auch in Zukunft mit Nachbarn dialogieren.,,
963,For Matthias Schrell has some further plans at the location.,Denn Matthias Schrell hat noch einiges vor am Standort.,Matthias Schrell plant weitere Pläne an diesem Ort.,,
964,"With the construction of the Lower Saxony Bridge, Rhenus Midgard is continuing to focus on coal exports for power stations and is one of the major powers in this sector in Europe.",Mit dem Ausbau der Niedersachsenbrücke setzt Rhenus Midgard weiterhin auf den Kohleimport für Kraftwerke und ist auf diesem Sektor einer der Großen in Europa.,Mit der Errichtung der Lower Saxon Brücke konzentriert sich Rhens Midgard weiterhin auf Kohleexporte für Kraftwerke und ist eine der führenden Kräfte in diesem Sektor in Europa.,,
965,"Thanks to the mooring basin to the front of the terminal, sunken to a depth of 18.5 metres, it has for some time now been possible to unload Capesize bulk carriers here.","Dank der auf 18,5 Meter vertieften Liegewanne vorm Terminal können längst auch Capesize-Bulkcarrier hier abgefertigt werden.",Dank der Ankerplattform vor dem Terminal ist der Bereich seit einiger Zeit für den Ausladen von Kapazitäts-Bulk-Segelfahrzeugen geeignet.,,
966,"""In terms of handling, this year we hope to break the 3 million tonne mark,"" said Schrell.","""In diesem Jahr wollen wir beim Umschlag die 3-Millionen-Tonnen-Marke knacken"", so Schrell.","„In Bezug auf die Handhabung hoffen wir, dieses Jahr die 3 Millionen Tonnen zu überschreiten.“",,
967,"Alongside the local Eon power plant, the imported coals also go to power plants inland.",Neben dem Eon-Kraftwerk vor Ort geht die Importkohle zu Kraftwerken im Binnenland.,Neben dem lokalen Eon-Kraftwerk geht auch die importierte Kohle an Kraftwerke in der Ferne.,,
968,"When the GDF-Suez plant is added to the network, around 5 million tonnes of coal imports per year will be realistic.","Wenn dann noch das GDF-Suez-Kraftwerk ans Netz gehe, seien gut 5 Millionen Tonnen Kohleimport pro Jahr realistisch.","Wenn die GDF Sœur-Anlage in das Stromnetz integriert wird, werden jährlich etwa 5 Millionen Tonnen Kohleimporte realistisch sein.",,
969,The three ship unloaders on the bridge and the second transport belt could see this rise to 10 million.,Die drei Schiffsentlader auf der Brücke sowie das zweite Transportband könnten bis zu 10 Millionen schaffen.,Die drei Schiffsbuchträger auf der Brücke und die zweite Transportband konnten diese Erhöhung auf eine Million sehen.,,
970,Bavaria's basketball players optimistic in spite of first defeat.,Bayerns Basketballer trotz erster Niederlage optimistisch,Bayern’s Basketballspieler sind optimistisch trotz ihres ersten Sieges.,,
971,Even their first defeat in the Euroleague could not curtail the huge optimism of the FC Bayern München Basketballers.,Selbst die erste Niederlage in der Euroleague konnte bei den Basketballern des FC Bayern München den riesigen Optimismus nicht schmälern.,Ihre erste Niederlage in der EuroLeague konnte die enorme Optimismus der FC Bayern Munich Basketballers nicht aufhalten.,,
972,"""No-one can stop us believing that we can win, even against the best team in Europe over the last two years,"" assessed Bayern coach Svetislav Pesic following the unfortunate 83:88 (39:47) defeat to title defenders Olympiakos Piräus on Thursday evening.","""Niemand kann uns verbieten daran zu glauben, auch gegen das beste Team Europas der vergangenen beiden Jahre zu gewinnen"", bilanzierte Bayern-Coach Svetislav Pesic nach dem unglücklichen 83:88 (39:47) am Donnerstagabend bei Titelverteidiger Olympiakos Piräus.","Es besteht keine Möglichkeit, uns davon abzubringen, dass wir gewinnen können, selbst gegen die beste Mannschaft in Europa über die letzten zwei Jahre – so beurteilte der Trainer von Bayern, SvetislavPesic, nach dem enttäuschenden Sieg von Thursdayabend gegen den Titelver mehreren Olympiakos.",,
973,We have delivered a message: Basketball also exists in Munich!,Wir haben die Message gesendet: Auch in München existiert Basketball!,Wir haben eine Nachricht versendet: Basketball existiert auch in München!,,
974,"In their first three appearances in the European top flight, the Munich team put in a good performance for long periods, but in the crucial phases were not sufficiently focussed.","Bei ihrem erst dritten Auftritt in der europäischen Königsklasse verkauften sich die Münchner lange sehr gut, waren in den entscheidenden Phasen aber einfach nicht abgeklärt genug.","In ihren ersten drei Auftritten in der europäischen Top-League präsentierten sie eine gute Leistung über längere Zeiträume, doch in entscheidenden Phasen waren sie nicht ausreichend fokussiert.",,
975,"Initially the guests managed to turn a 15-point deficit into a lead, with 13 minutes to go, before Piräus was able to turn the game around once again.","Die Gäste schafften zunächst das Kunststück, einen 15-Punkte-Rückstand 13 Minuten vor Schluss noch in eine Führung umzuwandeln, ehe Piräus dem Spiel erneut eine Wende gab.","Die Gäste gelangten zunächst zu einem Defizit von elf Punkten, doch Piräus konnte das Spiel in der letzten Elfminute wieder in die richtige Richtung lenken.",,
976,"""We fought back incredibly well against the two-time Euroleague champions, but then once again made careless mistakes.","""Wir haben uns unglaublich zurückgekämpft gegen den zweimaligen Euroleague-Champion, aber dann wieder leichtsinnige Fehler gemacht"", sagte Bayern-Profi Yassin Idbihi.","Wir haben gegen die zweiletzten EuroLeague-Meister überraschend gut gekämpft, doch dann machten wir erneut ungeschickte Fehler.",,
977,"We are proud of our performance, but we want to win every game.","Wir sind stolz auf unsere Leistung, aber wir wollen jedes Spiel gewinnen.","Wir sind stolz auf unser Können, aber wir wollen in jedem Spiel gewinnen.",,
978,"Malcolm Delaney and Nihad Djedovic were the most successful strikers for the Munich team, who had celebrated clear wins against the Italian Series champions Montepaschi Siena, and the Polish title-holders, Zielona Góra, in their first two games.","Malcolm Delaney und Nihad Djedovic waren die erfolgreichsten Werfer der Münchner, die in den ersten beiden Partien gegen den italienischen Serienmeister Montepaschi Siena und den polnischen Titelträger Zielona Góra deutliche Siege gefeiert hatten.","Malcom Delaneys und Nihad Djedovic waren die erfolgreichsten Stürmer des Münchner Teams, die klare Siege gegen die italienischen Serienmeister Montepasschi Siena und die polnischen Titelholder, Zielepora, in ihren ersten beiden Spielen feierten.",,
979,Ben Greenman: The Tenth Anniversary of the New York Comedy Festival: The New Yorker,Ben Greenman: Zehn Jahre New York Comedy Festival: The New Yorker,Bernhard Greenmann: 10-Jahr-Feier des New Yorker Comedyfestivals,,
980,"One could argue that New York City is the birthplace of standup comedy in America: nearly a hundred years ago, the vaudevillian Frank Fay, who served as the master of ceremonies at the Palace Theatre, on Broadway, started telling jokes directly to the crowd, in a conversational manner.","Man könnte sagen, dass New York City die Geburtsstätte von Stand-up Comedy in Amerika ist: Vor knapp hundert Jahren fing der Varietekünstler Frank Fay, der als Conférencier im Palace Theatre am Broadway arbeitete, damit an, der Menge direkt Witze in Form eines Gesprächs zu erzählen.","New York City gilt als der Ursprung des amerikanischen Stand-up-Humors: vor etwa hundert Jahren begann der Vaude-Theater-Meister Frank Fay auf Broadway, Witze direkt vor die Menge zu erzählen, in einem Gesprächsstil.",,
981,"Fay's innovation has been extended through the years, most recently by the New York Comedy Festival.","Im Laufe der Jahre wurde Fays Innovation ausgebaut, so wie zuletzt auf dem New York Comedy Festival.","Fays Innovation wurde über die Jahre hinweg weiterentwickelt, zuletzt durch das Neue Yorker Comedy Festival erweitert.",,
982,"Created and overseen by Caroline Hirsch, the founder of the standup institution Carolines, the festival celebrates its tenth anniversary this year, with more than sixty shows at small clubs and large theatres.","Ins Leben gerufen und geleitet von Caroline Hirsch, der Gründerin der Stand-up-Institution Carolines, feiert das Festival in diesem Jahr sein zehnjähriges Jubiläum mit über sechzig Shows in kleinen Clubs und großen Theatern.","Von Caroline Hirsch geschaffen und überwacht, der Gründer der Stand-Up-Einrichtung ""Carolines"", feiert das zehnte Jubiläum des Festivals mit mehr als 60 Shows in kleinen Clubs und großen Theatern.",,
983,"""Most of these headliners appeared at Carolines, and went on to greater success, to the point where they're too big to play a club,"" Hirsch said.","„Die meisten dieser Headliner fingen bei Carolines an und wurden dann immer erfolgreicher, bis sie irgendwann zu bekannt waren, um in einem Club aufzutreten“, sagte Hirsch.","Die meisten dieser Headliner traten bei Carolines auf und erlebten anschließend einen größeren Erfolg, bis sie zu groß wurden, um in Clubs zu spielen. Hirsch sagte das.",,
